ID,Dead, Age ,Gender,Race,Class,Major1,Major2,Minor1,Minor2,Position,Profession,Industry,City,State
10045215,,47,Female,,1966,Education,,,,Partner,,,Bronx,NY
10005002,,47,Female,,1967,Home Economics,,,,Partner,,,Glens Falls,NY
10010567,,48,Female,,1968,Economics,,,,Partner,,,Marlborough,MA
10014675,,48,Female,,1968,Business Administration,,,,Partner,,,Bolton,MA
10015712,,49,Female,,1971,Sociology,,,,Partner,,,Cambridge,MA
10022932,,49,Female,,1971,Mathematics,,,,Partner,,,Acton,MA
10023521,,49,Female,White,1971,Sociology,,,,Partner,,,Davis,CA
10008364,,49,Female,,1972,Psychology,,,,Partner,,,Brooklyn,NY
10004539,,,Female,,1973,Economics,,,,Partner,,,New York,NY
10031950,,67,Female,,1973,Medical Technology,,,,Partner,,,Weston,MA
10019165,,,Female,,1974,French,Philosophy,,,Partner,,,Wittman,MD
10017206,,65,Female,Black or African American,1975,Business (General),,,,Partner,,,Charlotte Amalie,VI
10020348,,,Female,,1977,Management,,,,Partner,,,Mars,PA
10041991,,63,Female,,1977,Government,Psychology,,,Partner,,,Newton Center,MA
10057327,,61,Female,,1980,English,History,,,Partner,,,Wilmette,IL
10053412,,58,Female,,1982,International Business,,,,Partner,,,Naples,FL
110745,,52,Female,White,1988,Biology,,,,Partner,,,Arlington,MA
10054978,,52,Female,White,1988,Management,,,,Partner,,,Richmond,VA
13315,,48,Female,White,1992,Accounting,,,,Partner,,,Freehold,NJ
112730,,48,Female,White,1992,Philosophy,Political Science,,,Partner,,,Worcester,MA
146567,,47,Female,White,1994,Art History,Communications,,,Partner,,,Cambridge,MA
10040701,,46,Female,,1962,Social Science,,,,Partner - Attorney,,,Lenox,MA
10053753,,51,Female,White,1989,Finance,,,,Partner & COO,,,Bozeman,MT
10020799,,48,Female,,1969,Nutrition,,,,Partner & Patent Attorney,,,Waterville,ME
10020436,,67,Female,,1973,Government,,,,Partner and Member,Attorney,Legal Services,Boston,MA
10002740,,72,Female,,1968,Chemistry,,,,Partner in Health Law Department,,Legal Services,Sherborn,MA
10054620,,59,Female,,1981,English,,,,"Partner, Advertising",,,Harbour Island,
10012026,,48,Female,,1968,Education,Mathematics,,,"Partner, Attorney",,,Baltimore,MD
10009169,,48,Female,White,1968,Education,Spanish,,,"Partner, CEO",,,Newton Center,MA
22045,,49,Female,White,1992,Nursing,Physical Therapy,,,Partner/Attorney,,Legal Services,Andover,MA
10050784,,58,Female,White,1983,Foreign Language,,,,Passenger Services,,,Salem,MA
10024667,,48,Female,,1969,English,,,,Past Educator/ Healthcare,,,North Reading,MA
10018650,,64,Female,White,1976,Mathematics,,,,Pastor,,,Magnolia,DE
10028700,,62,Female,Black or African American,1978,Medical Technology,,,,Pastor,,,West Orange,NJ
10057573,,59,Female,,1980,OPEN Program,,,,Pastor,,,Raymond,ME
10057807,,61,Female,,1980,Physical Therapy,,,,Pastor,,,New Albany,PA
1400576,,28,Female,,2013,Communications,,English,,Patent Paralegal,Paralegal,Legal Services,Brighton,MA
590516,,38,Female,White,2006,Nutrition,,,,PATH Intl Registered Instructor,,Health/Fitness,Belmont,MA
1401454,,28,Female,,2013,Biology,,Biostatistics,,Pathology prep technician,,Healthcare/Medical Services,Beverly,MA
1402969,,30,Female,,2011,Exercise Science,,,,Patient Access,,Healthcare/Medical Services,Saugus,MA
633495,,42,Female,White,2004,English,,,,Patient Accounts Manager,,,Saint Augustine,FL
559102,,36,Female,White,2005,Public Relations and Marketing,,History,Management,Patient Advocate Supervisor,,Healthcare/Medical Services,Saint Paul,MN
1259177,,28,Female,,2013,Art,Philosophy,,,Patient and Office Coordinator,,,Portland,OR
1411649,,27,Female,White,2014,Nursing,,,,Patient Care Assistant,,Healthcare/Medical Services,Norton,MA
1461250,,26,Female,White,2015,Exercise Science,,,,Patient Care Assistant,,Health/Fitness,Kingston,MA
1412463,,26,Female,,2014,Nursing,,,,Patient Care Associate,,Healthcare/Medical Services,Arlington,MA
1703802,,27,Female,White,2016,Nursing,,,,Patient Care Associate,,Healthcare/Medical Services,Burlington,MA
1675677,,32,Female,,2017,Nursing,,,,Patient Care Associate,,Healthcare/Medical Services,Marstons Mills,MA
1406087,,27,Female,,2013,Biopsychology,,Exercise Science,,"Patient Care Representative, MRI",,Healthcare/Medical Services,Melrose,MA
974015,,45,Female,Black or African American,2007,Nursing,,,,Patient Care Technican,,Healthcare/Medical Services,Randolph,MA
10048500,,59,Female,,1982,Psychology,,,,Patient Care Technician,,Healthcare/Medical Services,Dorchester,MA
1467490,,24,Female,Asian,2016,Nursing,,,,Patient Care Technician,,Healthcare/Medical Services,Charlestown,MA
1475823,,25,Female,Latino/a or Hispanic,2016,Neuroscience and Behavior,,,,Patient Care Technician,,Healthcare/Medical Services,Fall River,MA
1479071,,24,Female,,2016,Nursing,,,,Patient Care Technician,,Healthcare/Medical Services,Allston,MA
698440,,34,Female,Multi-Racial,2009,Spanish,,,,Patient Coordinator,,Healthcare/Medical Services,Revere,MA
10049443,,,Female,,1987,Education,,,,Patient Experience Consultant,,,Pembroke,MA
1032026,,33,Female,White,2008,History,,,,Patient Experience Coordinator,,Healthcare/Medical Services,Manchester,NH
642507,,35,Female,White,2007,Psychology,,,,Patient Family Educator,,Healthcare/Medical Services,Methuen,MA
336662,,42,Female,White,1999,Political Science,,Philosophy,,Patient Legal Assistant,,,Cincinnati,OH
10096795,,48,Female,White,1969,Communications,,,,Patient Outreach Coordinator,,,Hopkinton,MA
323408,,62,Female,,1998,Psychology,,Sociology,,Patient Representative,,Healthcare/Medical Services,Georgetown,MA
427922,,38,Female,White,2002,Nutrition and Dietetics,,,,Patient Service Manager/Clinical Dietitian,,,Lynnfield,MA
10003485,,47,Female,,1967,Nursing,,,,Patient Service Representative,,,West Simsbury,CT
959097,,32,Female,Asian,2008,Management,,,,Patient Services Coordinator,,Healthcare/Medical Services,Bridgewater,MA
1466896,,32,Female,,2013,Nutrition and Dietetics,,,,Patient Services Manager,,Health/Fitness,Scottsdale,AZ
10053392,,55,Female,,1986,English,Philosophy,,,Patternmaker/Fashion Designer,,,New York,NY
10047935,,60,Female,,1981,Economics,,,,Payroll Manager,,,Hanson,MA
1067148,,30,Female,Black or African American,2010,Nursing,,,,PCA,,Healthcare/Medical Services,Stoughton,MA
1157839,,30,Female,White,2011,Nursing,,,,PCA,,Healthcare/Medical Services,Southborough,MA
1317148,,29,Female,,2012,Nursing,,,,PCA,,Healthcare/Medical Services,Leominster,MA
1414775,,36,Female,,2012,Nursing,,,,PCA,,Healthcare/Medical Services,West Roxbury,MA
471399,,37,Female,,2016,Nursing,,,,PCA,,Healthcare/Medical Services,Cambridge,MA
1482086,,25,Female,White,2016,Psychology,,,,PCA,,Healthcare/Medical Services,Attleboro,MA
1462915,,25,Female,White,2016,Nursing,,,,PCA Program Registered Nurse,,Healthcare/Medical Services,Allston,MA
1406748,,36,Female,Asian,2016,Nursing,,,,PCA-I,,Healthcare/Medical Services,Grafton,MA
10025469,,47,Female,White,1965,Education,,,,Peace Activist,,,Santa Cruz,CA
634099,,36,Female,White,2005,Economics,Member of the Honors,East Asian Studies,,Peace Corp Volunteer,,Libraries,Katy,TX
1254578,,29,Female,White,2011,Nursing,,,,Peace Corps Volunteer,,Healthcare/Medical Services,Chester,NH
375774,,40,Female,White,2000,Biology,,Chemistry,,Pediatric Anaesthesiologist,,Healthcare/Medical Services,South Kingstown,RI
10023373,,48,Female,,1968,Psychology,,,,Pediatric Behavioral Psychologist,,,Seattle,WA
10008302,,76,Female,White,1964,Nursing,,,,Pediatric Care Manager,,Insurance - Medical,Auburn,NH
10033393,,65,Female,,1977,Nutrition,,,,Pediatric Dentist,,,Wilbraham,MA
1410046,,32,Female,,2011,Nutrition and Dietetics,,,,Pediatric Dietitian II - PICU NSST,,Healthcare/Medical Services,Phoenix,AZ
481571,,36,Female,White,2004,Biochemistry,,,,Pediatric Emergency Medicine Physician,Physician (Pediatric),Healthcare/Medical Services,St Petersburg,FL
135256,,47,Female,White,1993,Nursing,,,,Pediatric Endocrinology Nurse Practitioner,,,Charlestown,MA
134909,,47,Female,Asian,1998,Biochemistry,,,,Pediatric Gastroenterology Clinical Fellow,,Healthcare/Medical Services,Pittsburgh,PA
810585,,40,Female,White,2006,Nursing,,,,Pediatric Intensive Care,Nurse,Healthcare/Medical Services,Gloversville,NY
10048806,,55,Female,,1985,Nursing,,,,Pediatric Nephrology Renal Nurse,,,Natick,MA
1400854,,31,Female,,2011,Nursing,,,,Pediatric nurse,,Healthcare/Medical Services,Wiscasset,ME
10009601,,45,Female,White,1960,Nursing,,,,Pediatric Nurse,,,Braintree,MA
10046574,,51,Female,White,1989,Nursing,,,,Pediatric Nurse,,,Natick,MA
381345,,47,Female,,1998,Nursing,,,,Pediatric Nurse,,,Westfield,MA
10049230,,53,Female,White,1987,Nursing,,,,Pediatric Nurse Practionioner,,,Sudbury,MA
10004558,,67,Female,,1974,Nursing,,,,Pediatric Nurse Practitioner,,Healthcare/Medical Services,Arlington,MA
10028097,,,Female,,1977,Nursing,,,,Pediatric Nurse Practitioner,,Healthcare/Medical Services,Exeter,NH
93803,,48,Female,White,1992,Nursing,,,,Pediatric Nurse Practitioner,Nurse,Healthcare/Medical Services,Marblehead,MA
261987,,43,Female,White,1997,Nursing,,,,Pediatric Nurse Practitioner,,Healthcare/Medical Services,Grafton,MA
566055,,35,Female,White,2005,Nursing,,,,Pediatric Nurse Practitioner,,Healthcare/Medical Services,Pasadena,CA
1044787,,38,Female,White,2005,Nursing,,,,Pediatric Nurse Practitioner,,Healthcare/Medical Services,Celina,TX
1033719,,41,Female,White,2008,Nursing,,,,Pediatric Nurse Practitioner,,Healthcare/Medical Services,Bala Cynwyd,PA
10045682,,49,Female,White,1970,Nursing,,,,Pediatric Nurse Practitioner,,,Great Falls,VA
10057557,,60,Female,,1980,Nursing,,,,Pediatric Nurse Practitioner,,,Redwood City,CA
10020117,,57,Female,,1983,Biology,,,,Pediatric Nurse Practitioner,,,Northampton,MA
10055519,,58,Female,,1984,Nursing,,,,Pediatric Nurse Practitioner,,,Norwell,MA
10048577,,55,Female,White,1985,Nursing,,,,Pediatric Nurse Practitioner,,,Waltham,MA
603,,47,Female,White,1994,Nursing,,,,Pediatric Nurse Practitioner,,,Essex,MA
201975,,45,Female,Black or African American,1995,Nursing,,,,Pediatric Nurse Practitioner,,,Brooklyn,NY
967533,,32,Female,White,2009,Biopsychology,,,,Pediatric Nurse Practitioner,,,Vassalboro,ME
706664,,40,Female,White,2001,Nursing,,,,"Pediatric Oncology, Rn",,,Duxbury,MA
10042038,,56,Female,,1985,Physical Therapy,,,,Pediatric Orthotist,,Healthcare/Medical Services,Garner,NC
1037873,,31,Female,White,2009,Health Science and Physical Therapy,,,,Pediatric Physical Therapist,,Healthcare/Medical Services,Brookline,MA
10057813,,,Female,,1980,Physical Therapy,,,,Pediatric Physical Therapist,,,Belgrade,ME
10049127,,56,Female,,1984,Physical Therapy,,,,Pediatric Physical Therapist,,,Melrose,MA
10054286,,55,Female,White,1985,Physical Therapy,,,,Pediatric Physical Therapist,,,Bethlehem,PA
10018447,,74,Female,,1966,Physical Therapy,,,,Pediatric Physical Therapist and Yoga Instructor,Physical Therapist,Healthcare/Medical Services,Groton,CT
10048393,,59,Female,White,1981,Nursing,,,,Pediatric Program Director,,,East Boston,MA
1424516,,27,Female,White,2014,Nursing,,,,Pediatric Registered Nurse,,Healthcare/Medical Services,Fort Defiance,AZ
1445802,,26,Female,White,2014,Nursing,,,,Pediatric Registered Nurse,,Healthcare/Medical Services,Watertown,MA
1503071,,25,Female,White,2015,Nursing,,,,Pediatric Registered Nurse,,Healthcare/Medical Services,Wellesley,MA
1647788,,27,Female,White,2016,Nursing,,,,Pediatric Registered Nurse,,Healthcare/Medical Services,Brookline,MA
391947,,40,Female,Black or African American,2001,Society and Health,Sociology,,,Pediatric Research Coordinator,,,Lawrenceville,GA
459665,,37,Female,White,2003,Biopsychology,,Chemistry,,Pediatric Resident,,Healthcare/Medical Services,Washington,DC
10001323,,48,Female,,1969,Education,,,,Pediatric Social Worker,,,Brookline,MA
10047844,,60,Female,,1981,Physical Therapy,,,,Pediatric Specialist,,,Lowell,MI
10035301,,64,Female,,1976,Biology,,,,Pediatrician,,Healthcare/Medical Services,Brookline,MA
10003838,,49,Female,,1970,Biology,,,,Pediatrician,,,Murrysville,PA
10070684,,50,Female,White,1991,Nursing,Sociology,,,Pediatrics Nurse Practitioner,,Healthcare/Medical Services,Andover,MA
10014129,,54,Female,White,1986,Physical Therapy,,,,Pedriatric Therapist,,,Harrison,ME
1171359,,32,Female,White,2009,Sociology,,,,Peer Counselor,,,Ashby,MA
1211359,,29,Female,White,2012,Health Science and Physical Therapy,,,,Pelvic floor specialist/physical therapist,,Health/Fitness,Boston,MA
10049037,,53,Female,White,1988,International Business,,,,Pension Analyst,,Financial Services - Investments,Wellesley,MA
796524,,34,Female,White,2007,Communications,,,,People & Culture Specialist,,Fashion/Beauty,Junction City,OR
10050242,,50,Female,White,1990,Economics,,,,PeopleSoft Applications Analyst,,,Newton,MA
1455717,,46,Female,,2015,Nursing,,,,Per diem BSN-RN,,Non-Profit,Roslindale,MA
144729,,50,Female,White,1994,Nursing,,,,Per Diem Nurse,,,Portsmouth,NH
10039134,,,Female,White,1978,Physical Therapy,,,,Per Diem Physical Therapist,,,West Hartford,CT
5656,,48,Female,White,1992,Physical Therapy,,,,Per Diem Physical Therapist,,,Saunderstown,RI
10051861,,52,Female,White,1988,Physical Therapy,,,,Per Diem Staff Physical Therapist,,,Northford,CT
1439598,,29,Female,,2012,Economics and Mathematics,,,,Performance & Attribution Specialist,,Financial Services - Accounting,Chestnut Hill,MA
10051973,,50,Female,White,1990,Economics,,,,Performance Analyst,,,South Berwick,ME
10046855,,59,Female,,1981,Retail Management,,,,Performance Measurement Analyst,,,Waltham,MA
20009,,49,Female,Black or African American,1991,Psychology,,,,Periodicals/Document Delivery,,,Bloomfield,NJ
1405957,,27,Female,White,2014,Philosophy,,,,Perioperative PCA,,Healthcare/Medical Services,Westwood,MA
953692,,33,Female,White,2008,Economics,,,,Permanent Placement Recruiting Manager,,,Brooklyn,NY
169648,,48,Female,White,1993,Retail Management,,,,Personal Assistant,,,Marshfield,MA
1417320,,39,Female,Black or African American,2011,Marketing,,,,Personal Banker/ Teller,,Advertising/Public Relations/Marketing,Waltham,MA
1447446,,25,Female,Asian,2015,Behavioral Science,Neuroscience,,,Personal Care Assistant,,Healthcare/Medical Services,Weymouth,MA
785261,,33,Female,White,2016,Nursing,,,,Personal Care Assistant,,Healthcare/Medical Services,Roxbury,MA
1482343,,26,Female,White,2015,Nursing,,,,Personal Care Attendant,,Healthcare/Medical Services,Raynham,MA
509092,,36,Female,White,2005,Member of the Honors,Psychology,,,Personal Chef & Owner,,Food Services/Catering/Restaurant,North Grafton,MA
10055817,,56,Female,,1985,Communications,,,,Personal Coach,,,Marlborough,CT
10027825,,,Female,,1977,Management,,,,Personal Financial Planner,,,Arlington,VA
1258495,,30,Female,White,2011,Biopsychology,,,,Personal Fitness Trainer,,Athletics/Fitness,Roslindale,MA
10049744,,,Female,,1987,Communications,,,,Personal Fitness Trainer / Sales Mgr,,,Covington,LA
10048074,,54,Female,,1987,Management,,,,Personal Lines Sales,,Insurance - General,Norwell,MA
1203012,,29,Female,White,2012,Exercise Science,,,,Personal Trainer,,Health/Fitness,Billerica,MA
1336694,,27,Female,White,2014,Exercise Science,,,,Personal Trainer,,Health/Fitness,Cranston,RI
1451635,,25,Female,White,2015,Exercise Science,,,,Personal Trainer,,Health/Fitness,Waltham,MA
1476852,,24,Female,Asian,2016,Exercise Science,,,,Personal Trainer,,Health/Fitness,Braintree,MA
10053981,,59,Female,,1982,Management,,,,Personal Trainer,,,Grayslake,IL
10053400,,58,Female,,1985,Psychology,,,,Personal Trainer,,,Cedar Crest,NM
10054429,,,Female,,1988,International Relations,,,,Personal Trainer,,,Natick,MA
779181,,34,Female,White,2007,Nutrition and Dietetics,,,,Personal Trainer,,,Nantucket,MA
17024,,49,Female,White,1991,Psychology,,,,"Personnel Analyst, Human Resources Division",,Government - State/Local,Stoughton,MA
10049867,,86,Female,,1985,Psychology,,,,Personnel Development Director,,,Woburn,MA
10048882,,70,Female,,1984,Sociology,,,,Personnel Director,,,Plymouth,MA
10051508,,57,Female,Black or African American,1984,Education,,,,Personnel Director,,,Providence,RI
10047872,,53,Female,Asian,1987,International Business,,,,Personnel Liaison,,,Westwood,MA
10047210,,56,Female,,1984,Management,,,,Personnel Manager,,,Arlington,MA
1274743,,29,Female,White,2013,Biology,,Philosophy,,Pet Sitter/Caretaker,,,Hilo,HI
10050073,,58,Female,White,1982,International Business,,,,Phamacist,,,Boston,MA
22737,,48,Female,White,1992,Communications,Sociology,,,Pharmaceutical Sales,,,Suffield,CT
10047694,,56,Female,White,1984,Nutrition,,,,Pharmaceutical Sales Manager,,,Cumberland,RI
22835,,51,Female,White,1989,Physical Therapy,,,,Pharmaceutical Sales Representative,,,Superior,CO
167600,,46,Female,White,1995,Physical Therapy,,,,Pharmaceutical Sales Representative,,,Duxbury,MA
206903,,45,Female,White,1995,OPEN Program,,,,Pharmaceutical Sales Representative,,,Kittery,ME
306814,,44,Female,White,1997,Nursing,,,,Pharmaceutical Sales Specialist,,Pharmaceutical/Biotechnology,Sturbridge,MA
179610,,61,Female,White,1992,Nutrition,,,,Pharmaceutical/Biotech,,,Cambridge,MA
296082,,46,Female,,1997,Economics,,English,,"Pharmaceuticals, Human Resources",,,Littleton,MA
710907,,34,Female,White,2010,Chemical Engineering,,,,Pharmacist,Pharmacist,Retail - Food and Beverage Stores,Dover,NH
1215329,,30,Female,Asian,2011,Public Health,,Chemistry,,Pharmacist,,Pharmaceutical/Biotechnology,Malden,MA
1019548,,32,Female,Black or African American,2012,Chemistry,,,,Pharmacist,Pharmacist,Healthcare/Medical Services,Brookline,MA
589346,,36,Female,White,2008,Chemistry,,,,Pharmacist,Pharmacist,Government - Federal,Hadley,MA
10048609,,58,Female,White,1983,Government,,,,Pharmacist,,,Greensboro,MD
10050156,,53,Female,,1987,Chemistry,,,,Pharmacist,,,Attleboro,MA
385563,,40,Female,Black or African American,2003,Chemistry,Mass Coll Pharmacy,,,Pharmacist,,,Fortson,GA
436256,,38,Female,Latino/a or Hispanic,2005,Chemistry,Mass Coll Pharmacy,Biology,,Pharmacist,,,McKinney,TX
10049357,,58,Female,,1982,Art and Music,,,,Pharmacist Technology Bookkeeping,,,Plymouth,MA
10045525,,,Female,,1972,Biology,,,,Pharmacology Study Manager,,,Redwood City,CA
15186,,49,Female,White,1991,Chemistry,Mass Coll Pharmacy,,,Pharmacy,,,North Haven,CT
21706,,49,Female,Latino/a or Hispanic,1991,Chemistry,Mass Coll Pharmacy,,,Pharmacy Director,,,Albuquerque,NM
229237,,43,Female,White,1997,Chemistry,Mass Coll Pharmacy,,,Pharmacy Manager,,,Beverly,MA
1331914,,29,Female,,2011,Biochemistry,,Marketing,,Pharmacy Operations Supervisor,,Pharmaceutical/Biotechnology,Worcestor,MA
1037277,,32,Female,White,2009,Nutrition and Dietetics,,,,Pharmacy Technician,,Healthcare/Medical Services,Boston,MA
10051264,,57,Female,,1984,Art and Music,,,,Pharmacy Technician- Manager,,,Middleboro,MA
1272148,,29,Female,White,2012,Biology,,,,PhD Candidate,,Libraries,Roslindale,MA
1399607,,28,Female,,2013,Biology,,Chemistry,,"Phlebotomist, Speciment management",,Healthcare/Medical Services,Gray,ME
1483627,,24,Female,White,2016,Environmental Science,Member of the Honors,,,Phonathon Caller,,Libraries,Salt Lake City,UT
1402103,,28,Female,,2013,Environmental Science,Public Health,Public Relations,Sustainability,Phonathon Caller,,Environmental/Conservation,Greenwood,ME
272433,,43,Female,Black or African American,1997,Communications,Public Relations and Marketing,Photography,,Photo Editor,,Publishing,San Francisco,CA
10013523,,47,Female,,1967,Social Science,,,,Photo Researcher,,,Needham,MA
278928,,44,Female,White,1996,English as a Second Language,Spanish,,,Photographer,,Arts/Entertainment/Recreation,Nantucket,MA
10005826,,67,Female,White,1973,Communications,,,,Photographer,,,Asheville,NC
10048810,,61,Female,,1981,Art and Music,,,,Photographer,,,Los Altos Hills,CA
10053924,,,Female,,1987,(Unknown),,,,Photographer,,,McAllen,TX
364252,,40,Female,White,2000,Arts Administration,,,,Photographer,,,Atlanta,GA
1171795,,29,Female,White,2011,Art History,Management,,,Photographer,,,South Orleans,MA
10018276,,47,Female,,1965,Social Science,,,,Photographer / Teacher,,,New York,NY
10011401,,46,Female,,1961,Science,,,,"Photographer, Partner",,,Fort Lee,NJ
10015682,,49,Female,,1972,Art,,,,Photographer/Owner,,,Santa Fe,NM
164028,,50,Female,White,1992,Communications,,,,Photography Instructor,,,Binghamton,NY
10031056,,51,Female,White,1989,Physical Therapy,,,,"Physcial Therapist, Athletic Trainer",,,Newburyport,MA
10014232,,,Female,,1987,(Unknown),,,,Physical Director,,,Manchester,NH
1401090,,28,Female,,2013,Marketing,,business,Communications,Physical Education Teacher,,Advertising/Public Relations/Marketing,Milton,MA
1131901,,31,Female,White,2010,Health Science and Physical Therapy,,,,Physical Therapist,,Military,Windham,NH
10015726,,69,Female,White,1972,Physical Therapy,,,,Physical Therapist,,Insurance - Medical,Newton Center,MA
10057734,,61,Female,,1979,Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Franklin,MA
10057809,,,Female,,1980,Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Durham,NH
10057810,,60,Female,,1980,Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Boston,MA
10049147,,60,Female,,1981,Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Sandwich,MA
10013676,,58,Female,,1982,Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Walpole,MA
10047295,,57,Female,,1983,Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,East Derry,NH
10049994,,57,Female,,1983,Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Scituate,MA
10050498,,56,Female,White,1984,Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Milton,MA
10052699,,57,Female,,1984,Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Lake Worth,FL
145235,,49,Female,White,1991,Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Tustin,CA
139645,,47,Female,White,1993,Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,North Andover,MA
206823,,45,Female,White,1995,Biology,,,,Physical Therapist,,Healthcare/Medical Services,Andover,MA
275510,,43,Female,White,1997,Physical Therapy,,,,Physical Therapist,Physical Therapist,Healthcare/Medical Services,Sudbury,MA
267293,,41,Female,White,1999,Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,San Diego,CA
306368,,41,Female,White,1999,Physical Therapy,,,,Physical Therapist,Physical Therapist,Healthcare/Medical Services,Boulder,CO
342567,,41,Female,White,1999,Physical Therapy,,Applied Music,Biology,Physical Therapist,,Healthcare/Medical Services,Hingham,MA
387312,,41,Female,White,2000,Physical Therapy,,Biology,,Physical Therapist,,Healthcare/Medical Services,Patriot,OH
393681,,40,Female,White,2000,Physical Therapy,,,,Physical therapist,Physical Therapist,Healthcare/Medical Services,Reading,MA
394010,,40,Female,White,2001,Physical Therapy,,Art,Biology,Physical Therapist,,Healthcare/Medical Services,Houston,TX
397411,,40,Female,White,2001,Physical Therapy,,Spanish,,Physical Therapist,Physical Therapist,Healthcare/Medical Services,Needham,MA
387309,,39,Female,White,2002,Physical Therapy,,Biology,,Physical Therapist,Physical Therapist,Healthcare/Medical Services,Barrington,NH
443640,,38,Female,White,2002,Physical Therapy,,Biology,,Physical Therapist,Physical Therapist,Healthcare/Medical Services,Mesa,AZ
457345,,40,Female,White,2002,Physical Therapy,,,,Physical therapist,,Healthcare/Medical Services,Chestnut Hill,MA
454706,,37,Female,White,2003,Physical Therapy,,Biology,,Physical Therapist,Physical Therapist,Healthcare/Medical Services,Hyde Park,MA
482305,,38,Female,White,2003,Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Watertown,MA
505248,,36,Female,White,2004,Physical Therapy,,Biology,Psychology,Physical Therapist,Physical Therapist,Healthcare/Medical Services,Laconia,NH
507439,,37,Female,White,2004,Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Medfield,MA
530928,,36,Female,White,2004,Physical Therapy,,,,Physical Therapist,Physical Therapist,Healthcare/Medical Services,East Templeton,MA
527027,,35,Female,White,2005,Health Science and Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Reston,VA
562007,,35,Female,White,2005,Biology,,,,Physical Therapist,Physical Therapist,Healthcare/Medical Services,Boston,MA
696269,,35,Female,White,2005,Health Science and Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,East Weymouth,MA
589567,,35,Female,Black or African American,2006,Physical Therapy,,,,Physical Therapist,Physical Therapist,Healthcare/Medical Services,Cincinnati,OH
637381,,34,Female,White,2006,Physical Therapy,,Spanish,,Physical Therapist,,Healthcare/Medical Services,Framingham,MA
777855,,33,Female,White,2007,Health Science and Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Quincy,MA
1022369,,34,Female,White,2007,Health Science and Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Bridgewater,MA
808788,,32,Female,White,2008,Health Science and Physical Therapy,,,,Physical Therapist,Physical Therapist,Healthcare/Medical Services,Rye,NH
811392,,33,Female,White,2008,Health Science and Physical Therapy,,,,Physical Therapist,Physical Therapist,Healthcare/Medical Services,Braintree,MA
954317,,32,Female,White,2008,Health Science and Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Simpsonville,SC
977519,,31,Female,White,2009,Health Science and Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Dedham,MA
1273616,,56,Female,White,2010,Health Science and Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Centerville,MA
1164678,,30,Female,White,2011,Health Science and Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Auburn,MA
1172363,,29,Female,White,2011,Exercise Science,,,,Physical Therapist,,Healthcare/Medical Services,Roslindale,MA
1206860,,29,Female,White,2011,Health Science and Physical Therapy,,Biology,,Physical Therapist,,Healthcare/Medical Services,Reading,MA
1216288,,29,Female,Asian,2011,Health Science and Physical Therapy,,Biology,,Physical Therapist,Physical Therapist,Healthcare/Medical Services,Orange,CT
1257529,,29,Female,White,2011,Health Science and Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,Waltham,MA
1213776,,28,Female,Asian,2012,Exercise Science,,,,Physical Therapist,,Healthcare/Medical Services,Quincy,MA
1410864,,28,Female,White,2012,Exercise Science,,,,Physical Therapist,,Healthcare/Medical Services,Dorset,VT
1371753,,27,Female,White,2013,Exercise Science,,,,Physical Therapist,,Healthcare/Medical Services,Somerville,MA
1398700,,27,Female,White,2013,Exercise Science,,,,Physical Therapist,,Healthcare/Medical Services,Medway,MA
1399394,,27,Female,White,2013,Exercise Science,,Nutrition,,Physical Therapist,,Healthcare/Medical Services,Belchertown,MA
1402195,,28,Female,White,2013,Exercise Science,,,,Physical Therapist,,Healthcare/Medical Services,Rockland,MA
1403060,,28,Female,White,2013,Health Science and Physical Therapy,,,,Physical Therapist,,Healthcare/Medical Services,South Yarmouth,MA
1416621,,26,Female,Latino/a or Hispanic,2014,Exercise Science,,,,Physical Therapist,,Healthcare/Medical Services,Chelmsford,MA
1438430,,26,Female,White,2014,Exercise Science,,,,Physical Therapist,,Healthcare/Medical Services,Somerville,MA
1467910,,27,Female,White,2014,Exercise Science,,,,Physical Therapist,,Healthcare/Medical Services,Westbrook,ME
